Subject,CourseTitle,CourseDescription,Component,Section,ClassNbr,Instructor,RequisitesAndConstraints,CreditUnits,Status,Waitlist,Campus,DeliveryType,Days/Times/Location,id,name,Times
Music,MUSIC 2885T - GROUP STRINGS INSTR 1,"Course Description: This course will focus on the fundamentals of violin and viola pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,001,7053,N. Carlucci,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-241,MUSIC 2885T,GROUP STRINGS INSTR 1,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2885T - GROUP STRINGS INSTR 1,"Course Description: This course will focus on the fundamentals of violin and viola pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,002,7054,N. Carlucci,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-241,MUSIC 2885T,GROUP STRINGS INSTR 1,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2886R - GROUP STRINGS INSTR 2,"Course Description: This course will focus on the fundamentals of cello and double bass pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,001,7055,A. Wright,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-341,MUSIC 2886R,GROUP STRINGS INSTR 2,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2886R - GROUP STRINGS INSTR 2,"Course Description: This course will focus on the fundamentals of cello and double bass pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,002,7056,F. Stasiak,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-341,MUSIC 2886R,GROUP STRINGS INSTR 2,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2886T - GROUP STRINGS INSTR 2,"Course Description: This course will focus on the fundamentals of cello and double bass pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,001,7057,A. Wright,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-341,MUSIC 2886T,GROUP STRINGS INSTR 2,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2886T - GROUP STRINGS INSTR 2,"Course Description: This course will focus on the fundamentals of cello and double bass pedagogy. An emphasis will be placed on the remediation of common performance problems. Other topics will include instrument assignment/selection, equipment choices, basic repairs, and resources. Extra Information: 2 hours",LEC,002,7058,F. Stasiak,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.25,Full,0,Main,In Person,  Tu   Th   8:30 AM - 9:30 AM MB-341,MUSIC 2886T,GROUP STRINGS INSTR 2,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Music,MUSIC 2901 - ORCHESTRA,Course Description: The rehearsal and performance of orchestral repertoire from the Baroque to the present. Ensembles will include Western Symphony and Western Chamber Orchestra. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3310,S. Luti,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,  Tu   Th   3:30 PM - 5:30 PM MB-27,MUSIC 2901,ORCHESTRA,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2902 - WIND ENSEMBLE,"Course Description: The rehearsal and performance of repertoire for winds, brass and percussion. Extra Information: 4 hours plus performances. Meets large ensemble requirement,",LEC,001,3313,C. Richardson,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,M   W     3:30 PM - 5:30 PM MB-27,MUSIC 2902,WIND ENSEMBLE,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2903 - SYMPHONIC BAND,"Course Description: The rehearsal and performance of repertoire for winds, brass and percussion. Extra Information: 4 hours plus performances. Meets large ensemble requirement.",LEC,001,3314,S. Chabot,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,  Tu   Th   3:30 PM - 5:30 PM MB-227,MUSIC 2903,SYMPHONIC BAND,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2904 - JAZZ ENSEMBLE,Course Description: The rehearsal and performance of repertoire for jazz ensembles. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3315,K. Watson,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,"  Tu       7:00 PM - 9:00 PM MB-27
      Th   7:00 PM - 9:00 PM MB-27",MUSIC 2904,JAZZ ENSEMBLE,"[{'day': 'Tuesday', 'start': '7:00 PM', 'end': '9:00 PM'}, {'day': 'Thursday', 'start': '7:00 PM', 'end': '9:00 PM'}]"
Music,MUSIC 2904 - JAZZ ENSEMBLE,Course Description: The rehearsal and performance of repertoire for jazz ensembles. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3315,K. Watson,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,"  Tu       7:00 PM - 9:00 PM MB-27
      Th   7:00 PM - 9:00 PM MB-27",MUSIC 2904,JAZZ ENSEMBLE,"[{'day': 'Tuesday', 'start': '7:00 PM', 'end': '9:00 PM'}, {'day': 'Thursday', 'start': '7:00 PM', 'end': '9:00 PM'}]"
Music,MUSIC 2905 - EARLY MUSIC ENSEMBLE,Course Description: The rehearsal and performance of early music. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3319,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. TO BE ARRANGED - 4 HOURS & PERFORMANCES.,0,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM MB-210
    W     3:30 PM - 5:30 PM MB-210",MUSIC 2905,EARLY MUSIC ENSEMBLE,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2905 - EARLY MUSIC ENSEMBLE,Course Description: The rehearsal and performance of early music. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3319,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. TO BE ARRANGED - 4 HOURS & PERFORMANCES.,0,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM MB-210
    W     3:30 PM - 5:30 PM MB-210",MUSIC 2905,EARLY MUSIC ENSEMBLE,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2906 - ACCOMPANYING,"Course Description: Faculty supervised accompanying of (1) two non-Performance majors, or (2) one Performance major, or (3) an approved ensemble, in rehearsals and performances. Extra Information: 4 hours plus performances and juries. Meets large ensemble requirement.",LEC,001,3320,C. Tithecott,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. ENSEMBLE TO BE ARRANGED.,0,Not Full,0,Main,Other,          -,MUSIC 2906,ACCOMPANYING,
Music,MUSIC 2910 - WESTERN SINGERS,Course Description: The rehearsal and performance of repertoire for mixed choir. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3316,M. Ramsay,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,M   W     3:30 PM - 5:30 PM MB-227,MUSIC 2910,WESTERN SINGERS,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2911 - LES CHORISTES,Course Description: The rehearsal and performance of repertoire for womens choir. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3317,J. Loo,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,  Tu   Th   3:30 PM - 5:30 PM TC-100,MUSIC 2911,LES CHORISTES,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2912 - ST CECILIA SINGERS,Course Description: The rehearsal and performance of repertoire for womens choir. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3322,G. Gassi,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,  Tu   Th   3:30 PM - 5:30 PM MB-254,MUSIC 2912,ST CECILIA SINGERS,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2913 - CHORALE,Course Description: The rehearsal and performance of repertoire for mixed choir. Extra Information: 4 hours plus performances. Meets large ensemble requirement.,LEC,001,3321,P. Murray,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0,Not Full,0,Main,In Person,M   W     3:30 PM - 5:30 PM TC-100,MUSIC 2913,CHORALE,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2920 - APPLIED STUDY II,Course Description: Lessons in the student's principal instrument and participation in performance class. For second year students registered in the Faculty of Music in any program other than Performance. Antirequisite(s): Music 2921.,LEC,001,3309,,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. DEPARTMENT PERMISSION REQUIRED.
REQUISITES: Prerequisite(s): Music 1920.",1.00,Not Full,0,Main,Other,          -,MUSIC 2920,APPLIED STUDY II,
Music,MUSIC 2921 - APPLIED STUDY II (PERF.),Course Description: Lessons in the student's principal instrument and participation in performance class. For second year students registered in the Faculty of Music in Performance. Antirequisite(s): Music 2920.,LEC,001,3312,,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. INDIVIDUAL LESSONS TO BE ARRANGED.
REQUISITES: Prerequisite(s): Music 1920 and completion of successful Performance entrance audition.",1.00,Not Full,0,Main,Other,          -,MUSIC 2921,APPLIED STUDY II (PERF.),
Music,MUSIC 2922 - APPLIED PRINCIPAL INSTRUMENT,"Course Description: Lessons in the student's principal instrument. For students in the first year of the Three Year Music Performance Diploma Program. Antirequisite(s): Music 2920, Music 2921. Extra Information: Students will be billed a fee upon registration. (See the Program Related Fees (pdf) schedule under Fee & Refund Schedules on the Office of the Registrar’s website.).",LEC,001,12706,,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. INDIVIDUAL LESSONS TO BE ARRANGED.
REQUISITES: Prerequisite(s): Successful completion of a Performance Audition. Enrollment in the Music Performance Diploma (Three-Year Program).",1.00,Full,0,Main,In Person,          -,MUSIC 2922,APPLIED PRINCIPAL INSTRUMENT,
Music,MUSIC 2925 - ELECTIVE APPLIED STUDY II,"Course Description: Individual lessons. For students registered in a Faculty other than Music, and for Music students registered in a year in which Applied Music study is not required, or who are eligible for the study of more than one principal instrument. Extra Information: Students will be billed a fee upon registration. See Program Related Fees (pdf) under Fees and Refund Schedules on the Office of the Registrar's website.",LEC,001,3308,,"OPEN TO NON-MUSIC STUDENTS.
REQUISITES: Prerequisite(s): Music 1925.",1.00,Not Full,0,Main,Other,          -,MUSIC 2925,ELECTIVE APPLIED STUDY II,
Music,MUSIC 2942Y - LYRIC DICTION PART 1,"Course Description: Intensive study of Italian and German lyric diction and IPA for both languages, including IPA transcription and pronunciation, and performances of songs transcribed into IPA. Students will develop an understanding of the flow of each language in relation to music and in relation to word meaning.",LEC,001,4268,T. Wieczorek,"RESTRICTED TO HONS PERFORMANCE VOICE YRS 2, 3, & 4. JULY 28 PRIORITY CHANGE: ACCESS TO ALL MUSIC STUDENTS.",0.50,Not Full,0,Main,In Person,  Tu       1:30 PM - 3:00 PM TC-100,MUSIC 2942Y,LYRIC DICTION PART 1,"[{'day': 'Tuesday', 'start': '1:30 PM', 'end': '3:00 PM'}]"
Music,MUSIC 2950 - SPECIAL TOPICS,Course Description: Special topics in Music Performance Studies.,LEC,001,5557,,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 1920.",1.00,Full,0,Main,In Person,          -,MUSIC 2950,SPECIAL TOPICS,
Music,MUSIC 2954Y - PERCUSSION ENSEMBLE,"Course Description: The rehearsal and performance of a broad range of percussion ensemble repertoire including standard, world, jazz and contemporary styles. Further technical, musical and organization skills building on applied study are explored. Extra Information: 3 hours. Open to Music Students only.",LEC,001,6498,J. Ball,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Corequisite(s): Open only to students also enrolled in Studio Percussion Music 1920, Music 2920, Music 3920, Music 4920, Music 2921, Music 3921, Music 4921, Music 3922, Music 4922, Music 4923, Music 1925, Music 2925, Music 3925, Music 4925, Music 3924Y, Music 4924Y, Music 3929 or Music 4929.",0.50,Full,0,Main,In Person,          -,MUSIC 2954Y,PERCUSSION ENSEMBLE,
Music,MUSIC 2970 - OPERA WORKSHOP I,"Course Description: Performing and technical aspects of the production of opera, including musical and dramatic interpretation, stage movement, techniques of stagecraft, lighting, scene construction, make-up, costumes. An audition is required. Available to students in other faculties by permission of the Department. Extra Information: 4 hours.",LEC,001,3318,S. Luti,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. ALSO HELD IN MB 27 AND MB 227.,1.00,Full,0,Main,In Person,M         5:30 PM - 9:00 PM MB-254,MUSIC 2970,OPERA WORKSHOP I,"[{'day': 'Monday', 'start': '5:30 PM', 'end': '9:00 PM'}]"
Music,MUSIC 2971A - EARLY MUSIC STUDIO,Course Description: The study and performance of repertoire composed before 1800 with attention to historical performance practices. The ensemble performs on period instruments.,LEC,001,3755,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. HELD IN MB 210.,0.50,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM
    W     3:30 PM - 5:30 PM",MUSIC 2971A,EARLY MUSIC STUDIO,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2971A - EARLY MUSIC STUDIO,Course Description: The study and performance of repertoire composed before 1800 with attention to historical performance practices. The ensemble performs on period instruments.,LEC,001,3755,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. HELD IN MB 210.,0.50,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM
    W     3:30 PM - 5:30 PM",MUSIC 2971A,EARLY MUSIC STUDIO,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2972B - EARLY MUSIC STUDIO,Course Description: The study and performance of repertoire composed before 1800 with attention to historical performance practices. The ensemble performs on period instruments.,LEC,001,3758,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. HELD IN MB 210.,0.50,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM
    W     3:30 PM - 5:30 PM",MUSIC 2972B,EARLY MUSIC STUDIO,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2972B - EARLY MUSIC STUDIO,Course Description: The study and performance of repertoire composed before 1800 with attention to historical performance practices. The ensemble performs on period instruments.,LEC,001,3758,J. Lanza,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. HELD IN MB 210.,0.50,Not Full,0,Main,In Person,"M         3:30 PM - 5:30 PM
    W     3:30 PM - 5:30 PM",MUSIC 2972B,EARLY MUSIC STUDIO,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '5:30 PM'}]"
Music,MUSIC 2973A - CHAMBER ORCHESTRA,Course Description: The study and performance of selected works form the Chamber Orchestra repertoire with an emphasis on music of the twentieth century. An audition is required. Available to students in other faculties by permission of the Department.,LEC,001,5819,S. Luti,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.50,Full,0,Main,In Person,          -,MUSIC 2973A,CHAMBER ORCHESTRA,
Music,MUSIC 2974B - CHAMBER ORCHESTRA,Course Description: The study and performance of selected works form the Chamber Orchestra repertoire with an emphasis on music of the twentieth century. An audition is required. Available to students in other faculties by permission of the Department.,LEC,001,6147,S. Luti,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.50,Full,0,Main,In Person,          -,MUSIC 2974B,CHAMBER ORCHESTRA,
Music,MUSIC 2975Y - APPLIED CHAMBER MUSIC,Course Description: The study and performance of selected works in the chamber music repertoire. An audition may be required. Students accepted into the course will be assigned to small ensembles. Available to students in other faculties by permission of the Department. Extra Information: 2 hours.,LEC,001,3808,"J. Starling
T. Wiebe",RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC. SHARED WITH 3975Y AND 4975Y. TO BE ARRANGED.,0.50,Not Full,0,Main,Other,          -,MUSIC 2975Y,APPLIED CHAMBER MUSIC,
Music,MUSIC 3199A - EXPERIENTIAL LEARNING,"Course Description: Students who will complete an experiential or service learning opportunity may pre-apply for conditional approval to have the work recognized for academic credit. Eligible initiatives include (but are not limited to): Internships; Western Heads East; approved service-learning experiences. Antirequisite(s): The same course offered through any other Faculty. Extra Information: 0.5 course, pass/fail NOTE: Academic credit will be given for the course in the same academic year in which approval was given. Students must consult with the Dean of the Faculty (or designate) prior to departure and present a detailed study/research/work plan. The Dean, in consultation with appropriate departmental advisers will provide the student with detailed criteria which must be fulfilled in order to gain credit for the course. These criteria (in the form of a `contract` to be signed by the student and the Dean), may include, but are not limited to: a detailed report of results (with a specified format/length), a detailed diary or blog, a reflection on the learning experience, an oral presentation to peers and faculty. The student will report to the Dean upon return or completion of the experience. No credit will be given without prior approval of the Dean and a failing grade will be assigned if students do not fulfill the pre-approved reporting arrangement. This course may not be used as a substitute for any other course offered by the Faculty of Music, but may count towards the 15.0, 20.0, or 22.0 courses required for graduation, by special permission of the Dean.",LEC,001,6195,,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.50,Full,0,Main,In Person,          -,MUSIC 3199A,EXPERIENTIAL LEARNING,
Music,MUSIC 3199B - EXPERIENTIAL LEARNING,"Course Description: Students who will complete an experiential or service learning opportunity may pre-apply for conditional approval to have the work recognized for academic credit. Eligible initiatives include (but are not limited to): Internships; Western Heads East; approved service-learning experiences. Antirequisite(s): The same course offered through any other Faculty. Extra Information: 0.5 course, pass/fail NOTE: Academic credit will be given for the course in the same academic year in which approval was given. Students must consult with the Dean of the Faculty (or designate) prior to departure and present a detailed study/research/work plan. The Dean, in consultation with appropriate departmental advisers will provide the student with detailed criteria which must be fulfilled in order to gain credit for the course. These criteria (in the form of a `contract` to be signed by the student and the Dean), may include, but are not limited to: a detailed report of results (with a specified format/length), a detailed diary or blog, a reflection on the learning experience, an oral presentation to peers and faculty. The student will report to the Dean upon return or completion of the experience. No credit will be given without prior approval of the Dean and a failing grade will be assigned if students do not fulfill the pre-approved reporting arrangement. This course may not be used as a substitute for any other course offered by the Faculty of Music, but may count towards the 15.0, 20.0, or 22.0 courses required for graduation, by special permission of the Dean.",LEC,001,5897,,RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.,0.50,Full,0,Main,In Person,          -,MUSIC 3199B,EXPERIENTIAL LEARNING,
Music,MUSIC 3603B - ANALYSIS:BAR./CLASSICAL,Course Description: Selected topics in the analysis of musical form for music of the Baroque and/or Classical periods. Extra Information: 3 hours.,LEC,001,9686,P. Franck,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         2:30 PM - 3:30 PM TC-202
      Th   1:30 PM - 3:30 PM TC-202",MUSIC 3603B,ANALYSIS:BAR./CLASSICAL,"[{'day': 'Monday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3603B - ANALYSIS:BAR./CLASSICAL,Course Description: Selected topics in the analysis of musical form for music of the Baroque and/or Classical periods. Extra Information: 3 hours.,LEC,001,9686,P. Franck,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         2:30 PM - 3:30 PM TC-202
      Th   1:30 PM - 3:30 PM TC-202",MUSIC 3603B,ANALYSIS:BAR./CLASSICAL,"[{'day': 'Monday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3604A - ANALYSIS: ROMANTIC MUSIC,Course Description: Selected topics in the analysis of musical form for music of the Romantic period. Extra Information: 3 hours.,LEC,001,9687,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         2:30 PM - 3:30 PM TC-202
      Th   1:30 PM - 3:30 PM TC-201",MUSIC 3604A,ANALYSIS: ROMANTIC MUSIC,"[{'day': 'Monday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3604A - ANALYSIS: ROMANTIC MUSIC,Course Description: Selected topics in the analysis of musical form for music of the Romantic period. Extra Information: 3 hours.,LEC,001,9687,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         2:30 PM - 3:30 PM TC-202
      Th   1:30 PM - 3:30 PM TC-201",MUSIC 3604A,ANALYSIS: ROMANTIC MUSIC,"[{'day': 'Monday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3610A - MODAL COUNTERPOINT I,"Course Description: Study of the practice of modal counterpoint in sixteenth century style. Development of written skills through species counterpoint and free counterpoint in the style of Palestrina and other masters of sacred vocal polyphony, such as Victoria and Lasso. Extra Information: 3 hours",LEC,001,8998,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         10:30 AM - 12:30 PM TC-204
    W     10:30 AM - 11:30 AM TC-204",MUSIC 3610A,MODAL COUNTERPOINT I,"[{'day': 'Monday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Wednesday', 'start': '10:30 AM', 'end': '11:30 AM'}]"
Music,MUSIC 3610A - MODAL COUNTERPOINT I,"Course Description: Study of the practice of modal counterpoint in sixteenth century style. Development of written skills through species counterpoint and free counterpoint in the style of Palestrina and other masters of sacred vocal polyphony, such as Victoria and Lasso. Extra Information: 3 hours",LEC,001,8998,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Not Full,0,Main,In Person,"M         10:30 AM - 12:30 PM TC-204
    W     10:30 AM - 11:30 AM TC-204",MUSIC 3610A,MODAL COUNTERPOINT I,"[{'day': 'Monday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Wednesday', 'start': '10:30 AM', 'end': '11:30 AM'}]"
Music,MUSIC 3629 - COMPOSITION II,Course Description: Works in the larger forms for vocal and/or instrumental ensembles. Analysis with an emphasis on twentieth-century literature. Extra Information: 3 hours.,LEC,001,3325,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2629 with a mark of 70% (""B"").",1.00,Not Full,0,Main,In Person,"M         1:30 PM - 2:30 PM TC-202
    W     1:30 PM - 3:30 PM TC-202",MUSIC 3629,COMPOSITION II,"[{'day': 'Monday', 'start': '1:30 PM', 'end': '2:30 PM'}, {'day': 'Wednesday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3629 - COMPOSITION II,Course Description: Works in the larger forms for vocal and/or instrumental ensembles. Analysis with an emphasis on twentieth-century literature. Extra Information: 3 hours.,LEC,001,3325,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2629 with a mark of 70% (""B"").",1.00,Not Full,0,Main,In Person,"M         1:30 PM - 2:30 PM TC-202
    W     1:30 PM - 3:30 PM TC-202",MUSIC 3629,COMPOSITION II,"[{'day': 'Monday', 'start': '1:30 PM', 'end': '2:30 PM'}, {'day': 'Wednesday', 'start': '1:30 PM', 'end': '3:30 PM'}]"
Music,MUSIC 3641B - SCORE PREPARATION,"Course Description: Instruments of the orchestra and band. Timbres, ranges, transpositions, terminology, and score arranging. Arranging for orchestral and/or wind ensembles. Antirequisite(s): The former Music 3640. Extra Information: 3 hours.",LEC,001,8999,T. Ducharme,"RESTRICTED TO STUDENTS IN THE FACULTY OF MUSIC.
REQUISITES: Prerequisite(s): Music 2651A/B or the former Music 2650A/B.",0.50,Full,0,Main,In Person,"M         9:30 AM - 10:30 AM TC-202
    W     8:30 AM - 10:30 AM TC-202",MUSIC 3641B,SCORE PREPARATION,"[{'day': 'Monday', 'start': '9:30 AM', 'end': '10:30 AM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '10:30 AM'}]"
